comment_eng,sarc_majority
"['economic', 'uncertainty', 'act', 'tried', 'trying', 'citer', 'citer']",sarc
['puii'],non-sarc
['thank'],non-sarc
"['go', 'ahead', 'right', 'sacrifice', ""people's"", 'devils']",non-sarc
"['says', 'something', 'else', 'going', 'feint', 'skunk', 'talk', 'work', 'knows', 'realize', 'also']",non-sarc
"['head', 'testicles']",non-sarc
"['najib', 'ride', 'past', 'petronas', 'towers', 'plunge']",non-sarc
"[""alek's"", 'small', 'print', 'bol', 'bol', 'capable', 'making', 'similar', 'divorce', 'ho', 'haya']",non-sarc
"['squeeze', 'hard-earned', 'people']",non-sarc
"['first', 'time', 'saw', 'comment', 'sorts', 'pm', 'great', 'najib']",non-sarc
"['make', 'best', 'first', 'jib', 'pack']",sarc
"['god', 'opened', 'door', 'heart', 'good', 'boss', 'n', 'trust', 'oriented', 'government', 'make', 'hypocrite', 'amine', 'haha']",sarc
['father'],sarc
"['advanced', 'head', 'testicles']",non-sarc
"['advanced', 'pockets', 'people', 'squeezed']",non-sarc
['great'],sarc
['lying'],non-sarc
"['advanced', 'brain', 'father']",sarc
['winch'],non-sarc
"['full', 'oneself']",sarc
"['uncertain', 'economic', 'statement', 'developed', 'strange', 'true']",sarc
"['people', 'develop', 'stomach', 'people', 'tie', 'ministers', 'want', 'wealthy', 'people', 'anjingx', 'gst', 'wait', 'menterix', 'pigs']",non-sarc
"['advanced', 'people', 'want', 'eat', 'body', 'quite', 'cost', 'living', 'asshole']",non-sarc
"['kind', 'fatwa']",sarc
"['malaysia', 'ahead', 'papa']",non-sarc
"['want', 'hear', 'laugh', 'like', 'kind', 'weird', 'right', 'developed', 'economy', '???stabilized']",sarc
"['head', 'testicles']",non-sarc
"['malaysia', 'kind', 'tun', 'present', 'various', 'problems', 'arise']",non-sarc
"['kind', 'want', 'develop', 'country', 'pm', 'malaysia', 'uncertain', 'economy', 'malaysians', 'right', 'suffer']",non-sarc
"[""najib's"", 'wife', 'children', 'cronies', 'advanced', 'people', 'poor', 'ordinary', 'people', 'well', 'small', 'business', 'work', 'depressed', 'tormented', 'village', 'wait', 'pru', 'quickly', 'good', 'thank']",non-sarc
['fooling'],non-sarc
"['advanced', 'citizens', 'already', 'pay', 'debts', 'najib', 'gst', 'bastard', 'wretched']",non-sarc
"['statement', 'read', 'kind', 'bullshit', 'feeling', 'like', 'vomiting']",sarc
"['yes', 'indeed', 'go', 'ahead', 'oppressed', 'people', 'suffer', 'many', 'difficult']",sarc
"['dick', 'interviewed', 'jib']",non-sarc
"['developed', 'say', 'dream']",sarc
"['intelligent', 'najib']",non-sarc
"['step', 'forward', 'loose', 'gst', 'many', 'small', 'companies', 'big', 'scope', 'scandal', 'mdb', 'many', 'investors', 'fled', 'national', 'self-indulgent', 'pity', 'lines']",sarc
"['crony', 'forward', 'correctly', 'foul', 'mouth']",sarc
"[""najib's"", 'chosen', 'leader', 'allah']",non-sarc
"['advanced', 'idea', 'corrupt']",sarc
"['pm', 'najib', 'best', 'country', 'progresses', 'yew', 'fun', 'destitute', 'people', 'pay', 'taxes', 'close', 'kingdom', 'really', 'pm', 'good', 'country', 'forward', 'way', 'difficult', 'people', 'pm', 'wretched', 'world', 'surrounding', 'quickly', 'puii']",non-sarc
"['every', 'fool']",non-sarc
"['superior', 'economic', 'cronies', 'continue', 'progress']",non-sarc
"['advanced', 'introduce', 'new', 'tax', 'gst', 'removal', 'subsidies', 'developed', 'terms']",sarc
"['advanced', 'business', 'first', 'know', 'follow', 'deliciously', 'mouth', 'already', 'dizzy', 'think', 'set', 'bill', 'shops']",sarc
"['pak', 'economy', 'minister', 'also', 'kind', 'advanced', 'people', 'haha']",non-sarc
"['many', 'ministers', 'talk', 'sense', 'even', 'graduates', 'foreign', 'universities']",non-sarc
"['gabby', 'strong']",non-sarc
"['brain', 'head', 'jib']",non-sarc
"['indeed', 'deceived', 'people', 'continue', 'go', 'forward']",sarc
['puii'],non-sarc
['head'],non-sarc
"['best', 'pm']",non-sarc
"['getting', 'rich', 'living', 'spouse', 'increasing', 'honest', 'feelings']",non-sarc
"['economy', 'minister', 'truss', 'forward', 'despite', ""country's"", 'economic', 'decline']",sarc
['hahahaha'],sarc
"['head', 'father', 'najib']",non-sarc
['advanced'],sarc
"['head', 'testicles']",non-sarc
"['sit', 'forward', 'took', 'money', 'people', 'puii']",sarc
"['speaking', 'shock', 'hmmm']",sarc
"['easy', 'easy', 'pm', 'kan', 'kan', 'kan', 'kinds', 'beans']",sarc
"['funny', 'haha', 'know', 'say', 'thought', 'self']",sarc
"['shit', 'lah', 'lah', 'najib', 'advanced', 'farrow']",non-sarc
"['grandfather', 'cronies', 'toilet', 'bowl', 'advanced', 'verbiage', 'result', ""people's"", 'chief', 'bandit', 'clever', 'trick']",non-sarc
"['agree', 'agree', 'resign', 'hilarious', 'body']",sarc
"['full', 'oneself']",sarc
"['people', 'developed', 'countries', 'tax', 'mind', 'brain', 'head']",non-sarc
"['pocket', 'advanced', 'pockets', 'dry', 'much', 'trouble']",non-sarc
"['dyke', 'mu']",non-sarc
['boast'],sarc
"['head', 'testicles']",non-sarc
"['crazy', 'crazy', 'advanced', 'airplane', 'already', 'grade', 'panda', 'bear']",sarc
"['best', 'let', 'pm']",non-sarc
"['developed', 'advanced', 'rectal']",sarc
"['joke', 'islamic', 'countries', 'malaysia', 'saw', 'prostitution', 'casino', 'gambling', 'corruption', 'clutter', 'malaysia']",sarc
"['puii', 'puii', 'puii']",non-sarc
"['stop', 'cheating', 'going', 'hypocrite', 'stop', 'cheating']",non-sarc
"['eat', 'curses', 'meal', 'later']",non-sarc
"['najib', 'pigs']",non-sarc
"['head', 'testicles']",non-sarc
['puii'],non-sarc
"['head', 'testicles', 'father', 'ye']",non-sarc
"['phlegm', 'puii']",non-sarc
"['police', 'pretty', 'girlfriend', 'girlfriends', 'soldiers', 'pretty', 'girlfriend', 'pilot', 'pretty', 'ministers', 'head', 'penis', 'brain']",non-sarc
"['advanced', 'daytime', 'dream', 'haha']",sarc
"['najib', 'life']",non-sarc
['queasy'],non-sarc
"['puii', 'pm', 'unconsciousness', 'angry', 'angry', 'angry']",non-sarc
"['haha', 'cite', 'buffoonery']",sarc
"['happy', 'hear', 'news']",non-sarc
"['fairy', 'tale']",sarc
"['hmmm', 'developed', 'ye', 'see', 'anything', 'say', 'clear', 'haze', 'may', 'forget', 'wear', 'glasses', 'new', 'coat', 'looks', 'forget', 'fix', 'eyes', 'advanced', 'taxes', 'prices', 'goods', 'seems']",sarc
"['always', 'watching', 'drama', 'due', 'also', 'participated', 'realm', 'fantasy', 'contact', 'jack', 'west']",sarc
"['difficult', 'people', 'developed', 'everything', 'expensive']",non-sarc
"['good', 'economic', 'fundamentals']",non-sarc
"['najib', 'stupid']",non-sarc
"['said', 'islam', 'malaysia', 'developed', 'economy', 'najib', 'said', 'advanced', 'economy', 'pockets', 'always', 'full', 'people', 'cheat', 'money', 'first', ""it's"", 'already', 'gone', 'b']",non-sarc
"['islamic', 'economics', 'practiced', 'usury', 'corruption', 'gst', 'n', 'real', 'economy', 'jew']",non-sarc
['haha'],sarc
"['would', 'make', 'sense']",non-sarc
"['islamic', 'economics', 'advanced', 'product', 'najib', 'please', 'highlight', 'scope', 'predecessor', 'numbness', 'enough', 'public', 'money', 'broom', 'najib', 'hopefully', 'continue', 'long', 'age', 'continue', 'deceive', 'convert']",non-sarc
"['fathers', 'minister', 'self-indulgent', 'islam', 'malaysia', 'advanced', 'developed', 'economy', 'minister', 'fathers', 'racing', 'also', 'want', 'develop']",sarc
"['islamic', 'economics', 'candied', 'skull', 'najib', 'gst', 'islam']",non-sarc
"['cheats', 'work']",non-sarc
['haha'],sarc
"['capable', 'advanced', 'economy', 'go', 'blind', 'servant', 'oversea', 'coat', 'coat']",sarc
['trick'],non-sarc
"['najib', 'dead', 'people', 'like']",non-sarc
"['advanced', 'kl', 'full', 'homeless', 'people', 'believe', 'dropped', 'early', 'morning', 'see', 'people', 'go', 'bed', 'mattress', 'pillow', 'covers', 'roof', 'dare']",non-sarc
"['sucker', 'recognized', 'auta']",sarc
"['brain', 'developed']",non-sarc
"[""i'm"", 'sick', 'banks', 'want', 'spit']",sarc
"['thank', 'pm', 'malaysia']",non-sarc
"['read', 'recently', 'bile', 'saw', 'bald', 'head', 'right', 'pull', 'lamp', 'cover', 'blanket']",non-sarc
"['choke', 'corruption', 'islamic', 'state', 'father']",non-sarc
"['head', 'testicles']",non-sarc
"['wanna', 'laugh', 'sat', 'nah']",non-sarc
['thank'],non-sarc
"['glad', ""he's"", 'go']",sarc
"['najib', 'already', 'one', 'world', 'know', 'pee', 'feet', 'wide', 'chat', 'government', 'today', 'great', 'time', ""you're"", 'gonna', 'end', 'cronies', 'malay', 'proverb', '???', 'najib', 'horns', '???']",non-sarc
"['advanced', 'animal', 'ape', 'pru', 'wait', 'later', 'national', 'line', 'certainly', 'corruption', 'mu', 'n', 'vote', 'buying']",non-sarc
"['islam', 'strong', 'corruption']",non-sarc
"['evil', 'wide', 'najib', 'najib', 'boar']",non-sarc
"['expect', 'najib', 'stupid', 'ashamed', 'tell', 'world', 'mdb', 'corruption', 'kid', 'great', 'embarrassment', 'malaysia', 'islamic', 'country', 'practices', 'corruption', 'say', 'best', 'islamic', 'economy', 'jackass', 'pm']",non-sarc
"['islam', 'rub', ""people's"", 'money']",sarc
"['good', 'true']",sarc
"['devils', 'air', 'preamble']",sarc
['nonsense'],non-sarc
"[""you're"", 'kid', 'engrossed', 'delighted', 'people', 'first', 'jib', 'dock', 'languished']",sarc
"['easily', 'fooled', 'shock', 'alone', 'pm', 'auta', ""world's"", 'st', 'class']",sarc
"['make', 'jokes']",sarc
"['inexhaustible', 'fool', 'must', 'tormented', 'spirits', 'underworld', 'tun', 'razak', 'cause', 'kinds', 'animals', 'fraudsters', 'child']",non-sarc
['surprising'],non-sarc
"['laugh', 'haha']",sarc
"['intelligent', 'twist']",sarc
"['islamic', 'economic', 'najib', 'dog', 'poop', 'economic', 'benefits', 'resource', 'investment', 'usury', 'illegal', 'gambling', 'corruption', 'fraud', 'liquor', 'trade', 'israel', 'mixed', 'economy', 'like', 'say', 'islam']",non-sarc
"['haha', ""you're"", 'hilarious', 'najib']",sarc
"['pm', 'ashamed', 'right']",non-sarc
['buffoonery'],sarc
"['shocked', 'understand', 'people', 'want', 'got', 'go', 'go', 'go']",sarc
"['went', 'wrong']",non-sarc
"['delighted', 'taste', 'miserable', 'clown']",sarc
"['need', 'hear', 'liar', 'islamic', 'countries', 'others', 'say', 'malaysia', 'islamic', 'state', 'fool', 'suppressed', 'new', 'najib', 'believe', 'najib', 'story', 'ok', 'good', 'leaders', 'understand', 'waste', 'time']",non-sarc
['head'],non-sarc
['care'],non-sarc
"['self-indulgent', 'look']",sarc
"['giggles', 'lah', 'haha', 'spin', 'spin']",sarc
"['shit', 'motherfucker']",non-sarc
"['j', 'nurse', 'developed', 'taste', 'n', 'n', 'bedal', 'happy', 'luxurious', 'public', 'money']",non-sarc
"['grandfather', 'thou']",non-sarc
"['najib', 'said', 'disposable', 'nose', 'stupid', 'flower', 'last', 'wry']",non-sarc
"['natural', 'foot', 'roll']",sarc
"['haha', 'joke', 'blind', 'head', 'design', 'daily', 'news', 'advanced', 'know']",non-sarc
"['title', 'create', 'national', 'front', 'right', 'behind', 'mother']",non-sarc
"['happy', 'malaysia', 'famous', 'world', 'done', 'donations']",sarc
"['yes', 'go', 'forward', 'people', 'beat', 'money']",non-sarc
"['ye', 'wretched', 'leaders', 'malaysia']",non-sarc
"['tun', 'always', 'flattering', 'recognized', 'good', 'haish']",sarc
"['rm', 'billion', 'donation', 'progressing', 'ready', 'gst', 'kan']",sarc
"['hurt', 'want', 'pru', 'remove', 'scales', 'misbegotten', 'afflict', 'people']",non-sarc
"['morning', 'go', 'hell']",non-sarc
['blasted'],non-sarc
"['go', 'pee', 'strong']",non-sarc
['bullshit'],non-sarc
"['najib', 'thanks', 'know', 'troubling', 'want', 'download', 'bile']",sarc
"['najib', 'illegitimate', 'children']",non-sarc
"['money', 'go', 'people', 'tax']",sarc
"['feint', 'believe', 'useless']",sarc
"['developed', 'lies', 'deceit', 'devil']",non-sarc
"['najib', 'life']",non-sarc
"['fuh', 'good', 'advanced', 'economies', 'right', 'everything', 'head', 'bastard']",sarc
['useless'],non-sarc
"['gone', 'head', 'penis', 'najib']",non-sarc
"['brunei', 'go', 'alone', 'shock', 'pm']",sarc
"['islamic', 'economics', 'useless']",non-sarc
"['devastated', 'many', 'n', 'fool', 'kill']",non-sarc
"['haha', 'right', 'kah']",sarc
"['developed', 'donors']",sarc
"['go', 'hypocritical', 'leaders']",sarc
"['self-indulgent', 'pm']",sarc
"['najib', 'pm', 'beautiful', 'congratulations', 'paper', 'even', 'keep']",sarc
"['pm', 'misbegotten']",non-sarc
"['crazy', 'pm']",non-sarc
['puii'],non-sarc
"['pm', 'happy', 'people', 'suffer', 'fools', 'time']",sarc
"['pm', 'happy', 'people', 'get', 'lost', 'quickly', 'people', 'living', 'alone', 'fun', 'kid', 'want', 'big', 'burden', 'people', 'already', 'dead']",non-sarc
"['pm', 'disgusted', 'talk', 'like', 'fact', 'people', '???', 'getting', 'poor', 'oppressed', 'government', 'right', 'n', 'gst', 'forced', 'goods', 'ministers', 'busy', ""people's"", 'money', 'numbness', '???your', 'luck', 'gonna', 'help', 'malaysians', 'longer', 'bear', 'explode']",non-sarc
"['loud', 'panting', 'correct', 'daily', 'news']",non-sarc
"['pelir', 'urine', 'work']",non-sarc
"['noticed', 'najib', 'nice', 'remember', 'forgot', 'tun', 'advanced', 'malaysia', 'najib', 'know', 'world', 'last', 'connector', 'scrape', ""people's"", 'money']",sarc
"['rm', 'advanced', 'fall']",sarc
"['docking', 'fool', 'people']",non-sarc
"['najib', 'progressively', 'destroy', ""country's"", 'economy']",non-sarc
"['puii', 'long', 'lazy', 'comment']",non-sarc
"['want', 'throw', 'criminals', 'mica']",non-sarc
"['advanced', 'print', 'head', 'brain', 'use', 'vacuum', 'puii']",non-sarc
"['foul', 'mouth', 'weii']",non-sarc
"[""najib's"", 'pm', 'tomorrow', 'power', 'make', 'like', 'najib-take', 'rights', 'people', 'much', 'remember', 'time', 'fall', 'najib', 'later', 'people', 'step', 'head', 'najib']",sarc
"['ye', 'power', 'kinds', 'sentences']",sarc
"['direct', 'feeling', 'higher', 'cost', 'living', 'unjust', 'najib']",non-sarc
"['supposedly', 'happy', 'people', 'suffer', ""you're"", 'glad', 'ye', 'wait', 'wait']",sarc
"['joke', 'continents']",sarc
"['songlap', 'suit', 'fraudsters', 'walk', 'away', 'people', 'b', 'want', 'say', 'fuck', 'islam']",non-sarc
"['buffoonery', 'worldwide']",sarc
"['pm', 'king', 'comedy', 'malaysia']",sarc
"['congratulations', 'pm']",non-sarc
"['haha', 'developed', 'islamic', 'countries', 'said', 'charlatan', 'leaders', 'malaysia', 'may', 'world', 'aha']",sarc
"[""islam's"", 'advanced', 'economy', 'supposedly', 'gambling', 'tax', 'gst', 'greedy', 'evil', 'spirits', 'lawful', 'citizens', 'islamic', 'country']",sarc
"['everything', 'done', 'pack', 'support', 'jib', 'jib', 'grandfather', 'thanks', 'hard', 'life', 'people', 'bother', 'dear', 'minister,', 'rich', 'interface', 'variable', 'ok', 'let', 'know', 'pleasure', 'najib']",non-sarc
"['islam', ""country's"", 'advanced,', 'prime', 'minister', 'donate', 'every', 'citizen,', 'including', 'recipients', 'let', 'gst', 'kah']",non-sarc
['haha'],sarc
['puii'],non-sarc
['puii'],non-sarc
['haha'],sarc
"['najib', 'chat']",sarc
"['majority', 'malaysians', 'happy', 'najib', 'die', 'near', 'future']",non-sarc
"['najib', 'razak', 'please', 'make', 'jokes']",sarc
"['incoming', 'bucket', 'lift']",non-sarc
['glad'],non-sarc
"['article', 'bald', 'mention', 'islam', 'ehh', 'know', 'religion', 'islam', 'seen', 'letter', 'change', 'puii']",non-sarc
"['haha', 'diarrhea', 'kid', 'laugh', 'read', 'statement']",sarc
"['compared', 'somalia', 'coat', 'haha']",sarc
"['drunk', 'ketum']",non-sarc
"['haha', 'joke']",sarc
"['bah', 'eat', 'shit', 'journalists', 'vary', 'either', 'bad']",non-sarc
"['head', 'blind']",non-sarc
"['najib', 'mu', 'mu', 'football', 'indeed', 'leader', ""malaysia's"", 'rights', 'wretched', 'hope', 'reply', 'ecpat', 'ministers', 'aware', 'cronies', 'injustice', 'kuok', 'mu', 'mu', 'lawful', 'eat', ""people's"", 'money', 'causes', 'people', 'suffer', 'wait', 'punishment', 'god']",non-sarc
"['gabby', 'strong']",non-sarc
"['jackass', 'pm', 'said', 'word']",non-sarc
"['happy', 'troublesome', 'people', 'songlap', 'money']",sarc
"['najib', 'strong', 'bubbling', 'stuff', 'write', 'stuff', 'pants', 'haha']",sarc
"['ticklish', 'armpit', 'hear', 'feel', 'like', 'bowel']",sarc
"['najib', 'nest', 'etat']",sarc
"['advanced', 'blasted']",sarc
"['haha', 'wanna', 'laugh']",sarc
"['najib', 'advanced', 'malaysia']",sarc
"['pm', 'crazy']",non-sarc
"['chapter', 'flatter', 'people', 'know', 'clever', 'chants', 'child', 'care', 'lak', 'chant', 'islamic', 'faith', 'wearing', 'headscarf', 'quiet', 'evening', 'right', 'jib', 'dead', 'haha']",non-sarc
"['malaysia', 'filled', 'titles']",sarc
['self-indulgent'],sarc
"['gulp', 'corrupt', 'leaders', 'islam', 'chart', 'son', 'also', 'saw', 'list']",sarc
['knave'],non-sarc
['puppet'],sarc
"['najib', 'made', 'best', 'hope', 'getting', ""people'm"", 'happy', 'afterlife', 'allahu', 'akbar']",non-sarc
"['shock', 'najib']",sarc
"['name', 'eii', 'yet', 'feeling', 'like', 'bawdy', 'ahh', 'please', 'want', 'want']",sarc
"['brewery', 'father', 'said', 'official']",non-sarc
"['najib', 'stop', 'contribute', 'anything', 'mahathir', 'malaysia', 'grandfather', 'stopped', 'destroy', 'rest', 'home', 'near', 'good', 'coffee']",non-sarc
"['yale', 'advanced', 'people', 'right', 'withdraw', 'fraud']",sarc
"['congratulations', 'malaysia']",non-sarc
['congratulations'],non-sarc
"['pm', 'jackass', 'ever', 'produced', 'malays', 'orangutan']",non-sarc
"['pm', 'last', 'day', 'haha']",sarc
"['islamic', 'economics', 'make', 'go', 'forward', 'developed', 'tired', 'ooi', 'gonna', 'follow']",sarc
"['also', 'arrived', 'vomiting', 'puii']",non-sarc
"['islamic', 'countries', 'tax', 'alcohol', 'gambling', 'evenly', 'hmmm']",non-sarc
['penis'],non-sarc
"['najib', 'razak', 'bad', 'people']",non-sarc
"[""islam's"", 'advanced', 'economy', 'slap', 'read', 'kah', 'haha']",sarc
"['malaysia', 'self-indulgent', 'pm']",sarc
"['never', 'history', 'malay', 'malaysian', 'people', 'facing', 'se', 'atmosphere', 'stupid', 'people', 'want']",non-sarc
"['ass', 'mother', 'najib']",non-sarc
"['believe', 'please', 'resign']",non-sarc
"['head', 'blind']",non-sarc
"[""you're"", 'gonna', 'work', 'trick']",non-sarc
"['ahh', 'chat']",sarc
"['good', 'trick', 'know', 'sin']",sarc
"['advanced', 'haha', 'haha', 'rm', 'developed', 'fall', 'hike']",sarc
"['anal', 'rays']",non-sarc
"['pm', 'honored', 'loved']",non-sarc
"['haha', 'joking']",sarc
"['advanced', 'thing', 'abu', 'dhabi', 'feels', 'advanced', 'qatar']",non-sarc
['say'],sarc
"['hmmm', 'ye', 'kan']",sarc
"['najib', 'useless']",non-sarc
['haha'],sarc
"['advanced', 'turkey', 'much', 'better', 'evil']",non-sarc
"['step', 'forward', 'strangle', ""people's"", 'money', 'haha']",sarc
"['mak', 'right', 'haha']",non-sarc
"['crazy', 'self-indulgent', 'sesame']",sarc
"['awful', 'phlegm']",non-sarc
"['self-indulgent', 'jib']",sarc
['winch'],non-sarc
['developed'],sarc
"['happy', 'mu', 'suffering', 'najib', 'know', 'misery', 'suffering', 'people', 'due', 'expire']",sarc
"[""he's"", 'good', 'chatting', 'forward', 'progress', 'controlled', 'economy', 'tuesday', 'sad', 'huh']",sarc
"['advanced', 'economies', 'shit', 'haha']",non-sarc
"['haha', 'essentially', 'marginalized', 'malay', 'islamic', 'malay', 'leaders', 'preoccupied', 'donations']",sarc
"['ass', 'mother', 'najib']",non-sarc
"['self-indulgent', 'husband', 'wife', 'face', 'wall', 'china']",sarc
"[""world's"", 'richest', 'beggar', 'unclean', 'billions']",sarc
"['islam', 'long', 'economic', 'civilization', 'far', 'advanced', 'last', 'previous']",non-sarc
"['drinking', 'water', 'ketum', 'sucker']",non-sarc
"['pkr', 'servant', 'curse', 'care', 'dato', 'continue', 'efforts']",non-sarc
"['advanced', 'head', 'razak']",non-sarc
"['congratulations', 'pm', 'else', 'last']",non-sarc
"['like', 'najib']",non-sarc
"['good', 'job', 'pm']",non-sarc
"['follow', 'islamic', 'economics', 'follow']",non-sarc
"['ass', 'mother', 'najib', 'government', 'report', 'rule', 'applied', 'far', 'reality', 'faced', 'people']",non-sarc
"['know', 'advanced', 'hmm']",sarc
"['bus', 'advanced', 'developed', 'countries', 'dung', 'najib']",non-sarc
"['correct', 'najib', 'malaysian', 'economy', 'booming', 'fast', 'track', 'national', 'ranks', 'people', 'working', 'hard', 'pack', 'cronies', 'najib']",non-sarc
"['people', 'never', 'happy', 'fact', 'world', 'see', 'whether', 'brother', 'fake', 'fake']",sarc
"['grandfather', 'puii', 'mother', 'fucker']",non-sarc
"[""it's""]",non-sarc
"['advanced', 'fecal', 'palat']",non-sarc
['haha'],sarc
"['sake', 'allah', 'pm', 'feel', 'ooi', 'feeling', 'increasingly', 'tested', 'depreciation', 'currency', 'still', 'able', 'eat', 'thanks', 'ns']",sarc
['puii'],non-sarc
"['developed', 'kind', 'docking', 'people', 'eating', 'money']",non-sarc
"['fact', 'win', 'haha']",sarc
"['prime', 'minister', 'prime', 'fool', 'nobody', 'going', 'believe', ""you're"", 'jib']",sarc
"['haha', 'joke']",sarc
['puii'],non-sarc
"['najib', 'najib', 'best', 'pray', 'healthy', 'strong', 'facing', 'allah']",non-sarc
"['thank', 'ds', 'najib']",non-sarc
"['haha', 'joke']",sarc
"['advanced', 'mange']",non-sarc
"[""pig's"", 'gonna', 'comment']",non-sarc
"[""it's"", 'hard', 'gonna', 'happy']",non-sarc
['happy'],sarc
"['go', 'hang']",non-sarc
"['najib', 'kind', 'happy', 'malaysia', 'islamic', 'country', 'corrupt']",sarc
"['haha', 'blind', 'world']",sarc
"['testicles', 'ye', 'talk', 'like', 'glue', 'suction']",non-sarc
"['advanced', 'economic', 'life', 'people', 'developed']",sarc
"['sudahlh', 'piss', 'people', 'najib', 'hope', 'reply', 'always', 'troublesome', 'people', 'amin']",non-sarc
"['believe', 'said']",non-sarc
"['father', 'ale', 'testicles', 'wretched']",non-sarc
"['thanks', 'somehow', 'proud', 'malaysian', '-']",non-sarc
"['head', 'testicles', 'blind', 'hearts', 'natang', 'najib']",non-sarc
"['advanced', 'mneterinya', 'good', 'life', 'people', 'charge', 'various', 'tax', 'oppressed', 'people', 'suffer', 'advanced', 'stupid']",non-sarc
['puii'],non-sarc
"['forward', 'obama', 'going', 'come', 'breweries', 'largest', 'gambling', 'center', 'forward', 'islam', 'blind', 'us']",sarc
"['ridiculous', 'fantasy', 'understand', 'say', 'islam', 'said', 'economic', 'puii']",non-sarc
"['feeling', 'self-indulgent', 'uwek']",sarc
['hypocrisy'],non-sarc
['dream'],sarc
['puii'],non-sarc
"['devil', 'devil', 'bald']",non-sarc
['stench'],non-sarc
['blah'],non-sarc
"['pm', 'poor', 'century', 'sputum', 'pm', 'billion', 'puii', 'puii', 'puii']",non-sarc
"['acting', 'alone', 'toyol', 'went', 'bald', 'people', 'scrounge']",non-sarc
"['advanced', 'pocket', 'near']",sarc
"['nurse', 'happy', 'people', 'suffering', 'millions', 'viewers']",non-sarc
['puii'],non-sarc
"['misbegotten', 'statement']",non-sarc
"['rampant', 'liquor', 'factory']",non-sarc
"['pm', 'najib', 'step', 'people', 'suffer', 'administration', ""you're"", 'worthy', 'continue']",non-sarc
['puii'],non-sarc
"['right', 'shock']",sarc
"['pan', 'pm', 'ear', 'discharge', 'people', 'ignored']",non-sarc
"['wit', 'people', 'announce']",sarc
"['islamic', 'economic', 'erk', 'cigarette', 'tax', 'liquor', 'store', 'night', 'club', 'gambling', 'lawful', 'haha']",sarc
"['yay', 'forward', 'strangle']",sarc
['lark'],sarc
['thank'],non-sarc
"['chief', 'fathers']",non-sarc
"['happy', 'happy', 'cat', 'poop']",non-sarc
"['remember', 'support', 'time', 'come', 'fuck']",non-sarc
"['haha', 'recognize', 'little', 'donation', 'money', '???', '???', 'coat']",sarc
"['advanced', 'pinch', '???', '???people']",sarc
"['stupid', 'pm']",non-sarc
"['trust', 'god', 'alone', 'omniscient']",non-sarc
"[""father's"", 'head', 'forward']",non-sarc
"['became', 'littered', 'urine']",non-sarc
"['piss', 'people']",non-sarc
"['haha', 'useless', 'noticed', 'najib']",sarc
"['bad', 'luck']",non-sarc
['haha'],sarc
"['silly', 'senile', 'old', 'man']",non-sarc
"['aware', 'people', 'talk', 'like', 'mai']",non-sarc
"['right', 'near', 'mines', 'wishes', 'malaysia']",sarc
"['must', 'proud', 'country', 'named', ""country's"", 'widely', 'used', 'graft', 'puii']",sarc
"['developed', 'country', 'people', 'languish', 'minister', 'wealthy', 'people', 'suffering']",non-sarc
"[""you're"", 'one', 'excited', 'someone', 'else', 'already']",sarc
"['advanced', 'steal', ""people's"", 'property', 'pm', 'stupid']",non-sarc
"['joke', 'puii']",sarc
"['full', 'oneself']",sarc
"['swine', 'pm', 'century']",non-sarc
"['pee', 'najib']",non-sarc
"['bastard', 'developed', 'malaysia', 'islamic', 'country', 'poorest', 'malaysia', 'saw', 'arab', 'already', 'know']",non-sarc
"[""najib's"", 'hobo', 'ketum', 'drink', 'lot']",sarc
"['lam', 'cha', 'hide', 'hide', 'hide', 'kite', 'ya', 'chapter']",non-sarc
"['puii', 'islam', 'said', 'create', 'economic', 'gst', 'tax', 'burden', 'people', 'happy', 'acik']",non-sarc
"[""najib'm"", 'going', 'leave', 'world']",non-sarc
"['day', 'saw', 'advances', 'media', 'barua', 'barua', 'kid', 'enough', 'numb', 'b']",non-sarc
"['advanced', 'head', 'nod']",non-sarc
"['jews', 'said', 'malaysia', 'islamic', 'country', 'advanced', 'able', 'suppress', 'people', 'islam', 'pm', 'hoorey', 'also', 'said', '???', '???']",non-sarc
"['head', 'harness', 'advanced', 'business', 'hit', 'chant', 'wasteful', 'attitude', ""you're"", 'dog']",non-sarc
"['najib', 'shock']",sarc
"['puii', 'designed', 'you,', 'faithful', 'still', 'aired', 'television', 'majority', 'muslims', 'many', 'hardships', 'advanced', 'countries', 'empty', 'cans']",non-sarc
"[""malaysia's"", 'economic', 'squeeze', 'people']",non-sarc
['talking'],non-sarc
"['head', 'brain', 'pm', 'happiest', 'difficult', 'people']",non-sarc
"['advance', 'sign', 'pack', 'bags', 'najib']",non-sarc
"['pm', 'corrupt']",non-sarc
"['choke', 'progress', 'stupid']",non-sarc
"['results', 'torturing', 'people']",sarc
"['brain', 'snap', 'islamic', 'economic', 'thought', 'economy', 'islam', 'zakat', 'collected', 'zakat', 'tithe', 'still', 'islam', 'homeless', 'people', 'may', 'sakai', 'coat', 'donation']",sarc
"['pm', 'increasingly', 'averse', 'know', 'would', ""malaysia's"", 'poor', 'severe', 'stupid']",non-sarc
['haha'],sarc
"['sapa', 'foolish', 'think', 'foam', 'foot', 'foot', 'panting', 'fan']",non-sarc
"['noticed', 'bald', ""man's"", 'work']",sarc
"['wanted', 'quit,', 'little', 'faster', 'servants', 'heat']",non-sarc
['tax'],sarc
"['forward', 'much', 'income']",sarc
