comment_mly,sarc_majority
"['bagusla', 'tahun', 'lepas', 'setengah', 'bulan', 'gaji', 'tahun', 'ni', 'nanti', 'nak', 'baru', 'nak', 'pilihanraya', 'baru', 'nak', 'sebulan', 'gaji', 'nampak', 'sgt', 'rasuahnya']",sarc
"['yeeeeaaayyyyy', 'tok', 'jib', 'bg', 'duitttt']",non-sarc
"['je', 'ingatkan', 'setengah', 'bln', 'gaji', 'xpea', 'adil', 'suma', 'dpt', 'hahaha']",non-sarc
"['ltk', 'jwtn', 'la', 'jib', 'rmbat', 'pnya', 'byk', 'bgi', 'sikit']",sarc
"['rugi', 'jd', 'pjawat', 'awam', 'sbb', 'x', 'dpt', 'br', 'm', 'lantak', 'kaw', 'lah', 'jib', 'pru', 'bakal', 'tiba']",non-sarc
['gula'],sarc
"['bersyukurlah', 'yg', 'org', 'beri']",non-sarc
"['tu', 'je']",sarc
"['haha', 'hahahahahahhahahahhaah', 'brim']",sarc
"['sebulan', 'gaji', 'tak', 'nak', 'beri', 'ker', 'ambik', 'gst', 'berbilion', 'bilion', 'sembang', 'ekonomi', 'tinggi', 'melangit', 'hujung', 'tak', 'der']",sarc
"['ahamdulillah', 'rm', 'jadilah']",non-sarc
"['propa', 'je', 'lebih', 'pelepasan', 'cukai', 'org', 'cam', 'aku', 'ape', 'pekdahnye', 'dpt']",sarc
['amin'],non-sarc
"['x', 'la', 'nk', 'harap', 'sangt', 'duit', 'tu', 'bukankah', 'jaga', 'ibubapa', 'itu', 'tanggunjawab', 'ank', 'redha', 'allah', 'itu', 'penting']",non-sarc
"['bugima', 'jib']",non-sarc
"['janji', 'syurga', 'x', 'leh', 'percaya', 'dh', 'byk', 'kenci', 'g', 'rakyat']",sarc
"['takyh', 'bg', 'la', 'tu', 'tnggungjawb', 'ank', 'byk', 'lg', 'yg', 'prlu', 'dibantu']",non-sarc
"['abis', 'ibubapa', 'yg', 'sara', 'ank', 'ni', 'x', 'diberi', 'pelepasan', 'cukai', 'cukai', 'x', 'layak', 'diberi', 'pd', 'rakyat', 'malaysia', 'bak', 'kata', 'najib', 'td', 'dlm', 'bajet', 'tu', 'negara', 'kita', 'blom', 'papa', 'kedana', 'lg', 'pembangkang', 'kata', 'malaysia', 'da', 'muflis', 'sdgkan', 'mufti', 'kata', 'kita', 'baca', 'balik', 'negara', 'ni', 'ada', 'masalah', 'kewangan', 'yg', 'teruk', 'baru', 'bleh', 'bg', 'cukai', 'tp', 'cukai', 'yg', 'berpada', 'pada', 'ni', 'gst', 'lg', 'cukai', 'kereta', 'rmh', 'sbnya', 'cukai', 'x', 'pela', 'najib', 'esok', 'jwb', 'la', 'pd', 'berjuta', 'rakyat', 'kat', 'mahsyar', 'aku', 'x', 'halal', 'dunia', 'akhirat', 'sekian']",sarc
"['kalu', 'rkyt', 'yg', 'x', 'kna', 'cukai', 'tp', 'mnyara', 'kedua', 'ibubapa', 'mcmane', 'plak', 'ooo', 'aq', 'lupa', 'brim', 'k', 'kpala', 'hotak', 'ko', 'lh', 'bangsat']",non-sarc
"['pelepasan', 'cukai', 'org', 'kerajaan', 'je']",sarc
"['ni', 'pembohongan', 'yg', 'nyata']",non-sarc
"['terima', 'kasih', 'lah', 'kerajaan', 'skrg', 'org', 'susah', 'sebegini']",non-sarc
"['yg', 'berumur', 'tahun', 'atas', 'yg', 'kebawah', 'xda', 'huurrmm', 'matilanak']",sarc
"['sabar', 'ja', 'syukur', 'malaysia', 'ku', 'aman']",non-sarc
"['maksud', 'menyara', 'ibu', 'bapa', 'anak', 'ramai', 'contribute', 'bg', 'duit', 'kt', 'mak', 'ayah', 'kt', 'kampung', 'satu', 'yg', 'dpt', 'rebat', 'ke']",non-sarc
"['aminn', 'syukur', 'alhamdulillah', 'drpd', 'tak', 'de', 'lngsung', 'dpt', 'juge', 'ringan', 'kn', 'beban']",non-sarc
"['pelepasan', 'dia', 'bantuan', 'tu', 'sakit', 'harian', 'tetap', 'perit']",sarc
"['org', 'bg', 'bising']",sarc
"['tk', 'yah', 'kenakan', 'cukai', 'langsung', 'lahh', 'senang', 'crita']",sarc
"['untung', 'lah', 'ec', 'borang', 'cukai', 'konon', 'jg', 'mak', 'ayah', 'tp', 'mak', 'ayah', 'kat', 'umh', 'sinar', 'harapan', 'half', 'way', 'house', 'bkn', 'nak', 'bantu', 'jengok', 'pon', 'x', 'kuase', 'hahaha', 'senyum', 'lebar', 'nmpak']",sarc
"['mn', 'cukup', 'setahun', 'agak', 'lah', 'sebulan', 'ok', 'jgk']",sarc
"['pelepasan', 'dr', 'azab', 'siksa', 'api', 'neraka']",sarc
"['tp', 'nk', 'dpt', 'pelepasan', 'cukai', 'tu', 'susah', 'nk', 'kna', 'documen', 'yg', 'bermcm', 'ragam', 'saya', 'beli', 'ubat', 'an', 'mak', 'kt', 'farmasi', 'pn', 'ada', 'yg', 'ditolak', 'drp', 'dimasukkn', 'dlm', 'cukai', 'pendapatan', 'tong', 'kosong', 'je', 'lebeyyyy']",sarc
"['sepatutnya', 'beri', 'lah', 'rm']",non-sarc
"['bgus', 'lah']",non-sarc
['aminn'],non-sarc
"['hancur', 'negara', 'aku', 'percaya']",non-sarc
"['itu', 'bajet', 'jahanam', 'kn', 'negara', 'bg', 'derma', 'kat', 'org', 'bt', 'ape', 'betol', 'kn', 'ringgit', 'tu', 'dulu', 'br', 'blh', 'kukuh', 'ekonomi', 'negara']",sarc
"['bajet', 'main']",sarc
"['tgk', 'jelah', 'nanti', 'aetakat', 'dia', 'punya', 'kukuh', 'jgn', 'kukih', 'tang', 'lain']",sarc
"['perkukuh', 'kepala', 'butuh', 'duit', 'dah', 'habis', 'kau', 'rembat']",non-sarc
"['lebih', 'pengukuhan', 'posisi', 'najib']",non-sarc
"['lah', 'kukuh']",sarc
"['perkukuh', 'ekonomi', 'negara', 'je', 'ekonomi', 'rkyt', 'hampehhh']",sarc
"['kukuh', 'ekonomi', 'kot', 'mna', 'ka', 'kukuh', 'kocek', 'masing']",sarc
"['kukuh', 'ko', 'dgn', 'kak', 'mah', 'jela']",sarc
"['poda', 'la', 'kau', 'duit', 'ringgit', 'jatuh']",sarc
"['la', 'kukuh', 'd', 'perahnye', 'rakyat', 'dgn', 'gst', 'mustahil', 'kerajaan', 'x', 'untung', 'kerajaan', 'bebal', 'dlm', 'sejarah', 'msia']",sarc
"['kkuhkan', 'duit', 'poket', 'kau', 'penipu']",sarc
"['mcm', 'mn', 'ni', 'tahun', 'brng', 'asek', 'naik', 'hrga', 'yg', 'kerja', 'seorng', 'gaji', 'sebln', 'bt', 'byr', 'bil', 'sewa', 'rmh', 'ank', 'sekolh', 'bt', 'mkn', 'pn', 'tk', 'cukup', 'pasl', 'gantung', 'diri', 'nampk']",non-sarc
"['terbaikkkk', 'bn']",sarc
"['terimakasih', 'jib', 'kerena', 'beri', 'kami', 'pikul', 'batu', 'besar']",sarc
"['terima', 'kasih', 'mlysia', 'sllu', 'crita', 'pusing', 'toya', 'dia', 'prkukuh', 'ekonomi', 'ngra', 'sdangkan', 'rnggit', 'mlysia', 'trllu', 'jtuh', 'skg', 'hbis', 'tu', 'prkkuh', 'ekonomi', 'ngara', 'spin', 'xhbis']",sarc
['podahhhhhhh'],non-sarc
"['thanks', 'p']",sarc
['tuuuuuu'],sarc
"['sebelum', 'gst', 'brim', 'rm', 'lepas', 'gst', 'brim', 'rm', 'naik', 'rm', 'depa', 'bantai', 'gst', 'beratus', 'beribu', 'drp', 'orang', 'kampung']",non-sarc
"['perdanamenteri', 'najibrazak', 'pandai', 'cukai', 'tu', 'mansuhkan', 'bebankan', 'rakyat', 'brim', 'tu', 'kat', 'perdana', 'menteri', 'tuhh', 'mengong']",sarc
"['guna', 'cogankata', 'i', 'love', 'pm', 'jadi', 'sekarang', 'get', 'lost', 'pm', 'letak', 'jawatan']",non-sarc
"['sapa', 'tak', 'br', 'm', 'jgn', 'isi', 'borang', 'jgn', 'cakap', 'takyat', 'yg', 'br', 'm', 'diteruskan', 'terima', 'kasih', 'kpd', 'yab', 'najib']",non-sarc
"['najib', 'gila']",non-sarc
"['dlm', 'parlimen', 'najib', 'sering', 'sebut', 'suka', 'saya', 'menyatakan', 'disini', 'tukar', 'dailog', 'ikut', 'suka', 'hati', 'aku', 'seolah', 'nya', 'apa', 'nak', 'diberi', 'rakyat', 'kepunyaannya', 'sepatutnya', 'selepas', 'baget', 'perlu', 'dibahaskan', 'tapi', 'inilah', 'parlimen', 'malaysia', 'bila', 'masa', 'pula', 'pembangkang', 'sokonggst', 'satu', 'satunya', 'pm', 'hebat', 'mengesan', 'nadi', 'rakyat', 'tungguuuu', 'lepas', 'kita', 'disembelih', 'pemimpin', 'makan', 'daging', 'ayam', 'rakyat', 'makan', 'bulu', 'ayam', 'from', 'kluang', 'man', 'jdt']",non-sarc
"['ye', 'ke', 'saya', 'sini', 'merasa', 'tak', 'puas', 'hati', 'sebap', 'kan', 'br', 'm', 'kenapa', 'kami', 'perangat', 'kedua', 'je', 'janji', 'doran', 'tu', 'setahun', 'tiga', 'kali']",non-sarc
"['rasuah', 'rakyat', 'lg']",non-sarc
"['guna', 'gst', 'utk', 'bayar', 'brim']",non-sarc
"['brim', 'org', 'tak', 'sokong', 'ko', 'najib', 'pikir', 'kan', 'la', 'baik', 'duit', 'tu', 'byr', 'kurangkan', 'kos', 'hidup', 'rakyat', 'mcm', 'tol', 'letrik']",sarc
"['rakyat', 'rata', 'x', 'perlukan', 'brim', 'x', 'mampu', 'menolong', 'long', 'term', 'pun', 'nak', 'pancing', 'undi', 'mcm', 'umpan', 'x', 'mengena']",sarc
"['apa', 'la', 'faedah', 'nya', 'brim', 'awalnya', 'utk', 'pancing', 'undi', 'kot']",sarc
"['jer', 'brim', 'bersyukur', 'syukur', 'habis', 'duit', 'mula', 'lah', 'kesian', 'tgk', 'y', 'macm', 'peminta', 'derma', 'najib', 'rakyat', 'pas', 'bg', 'brim', 'barg', 'naik', 'pas', 'tu', 'dia', 'tau', 'rakyat', 'susah', 'dia', 'bg', 'lg', 'brim', 'janji', 'dapt', 'raih', 'undi', 'bg', 'beras', 'sekampit', 'bg', 'rm']",non-sarc
"['amin', 'brim', 'naik']",non-sarc
"['brim', 'pancing', 'undi', 'brim', 'pancing', 'undi', 'brim', 'pancing', 'undi']",sarc
"['tq', 'najib', 'brim', 'thn', 'dpan', 'la', 'aku', 'wat', 'deposit', 'ferari', 'ohh', 'tq', 'yg', 'umno', 'i', 'love', 'najib', 'kakmah']",sarc
"['cakap', 'jek', 't', 'mcm', 'naik', 'berat', 'badan', 'pown', 'naik']",sarc
"['sentiasa', 'sangka', 'baik', 'najib', 'ada', 'perasaan', 'kita']",non-sarc
"['beri', 'rasuah', 'm', 'sia', 'supaya', 'senang', 'nak', 'naikkan', 'cukai', 'haprakk', 'lah']",sarc
"['hg', 'naik', 'brim', 'lps', 'tu', 'naik', 'tol', 'mangkok', 'betui', 'la', 'engkau', 'ne']",sarc
"['naikkan', 'br', 'm', 'pastu', 'kos', 'semakin', 'naik', 'abis', 'xdpat', 'brim', 'ni', 'rakyat', 'malaysia', 'ker', 'kami', 'bayar', 'cukai']",non-sarc
"['bajet', 'hutang', 'negara', 'mencecah', 'b', 'bajet', 'ne', 'agak', 'mencapai', 'sasaran', 'b', 'x', 'hutang', 'negara', 'bajet', 'meringankan', 'kepala', 'hotak', 'pm']",non-sarc
"['ooops', 'mejoriti', 'rakyat', 'berterimakasih', 'brim', 'kata', 'tok', 'jib', 'kita', 'tanya', 'org', 'kpung', 'tak', 'de', 'brim', 'hidup', 'cuba', 'tanya', 'org', 'bandar', 'dpat', 'tol', 'minyak', 'barang', 'dapur', 'segalanya', 'kena', 'fikir', 'kan']",non-sarc
"['sya', 'bersykur', 'dpt', 'brim']",non-sarc
['wayang'],sarc
"['ye', 'la', 'bg', 'brim', 'sume', 'naik', 'so', 'ape', 'gune', 'thn', 'dpn', 'ape', 'la', 'lg', 'naik', 'hurm']",sarc
"['shukur', 'yg', 'dtentukan', 'tuhan', 'bgi', 'salah', 'tk', 'bgi', 'salah']",sarc
"['naik', 'b', 'hahahahah']",sarc
"['menyampah', 'nyer', 'aku', 'dgr', 'brim', 'ni', 'buat', 'brim']",non-sarc
"['ta', 'payah', 'br', 'm', 'asalkan', 'jgn', 'tindas', 'rakyat']",sarc
"['xpayahla', 'bg', 'brim', 'atok', 'najib', 'ko', 'mkn', 'balik', 'ngan', 'kenaikan', 'minyak', 'petrol', 'huh']",sarc
"['masa', 'tun', 'jd', 'pm', 'tak', 'brim', 'pun', 'blh', 'hidup', 'rakyat', 'tak', 'ada', 'gst', 'pun', 'ok', 'rakyat', 'rakyat', 'tak', 'marah', 'pun', 'ini', 'kena', 'bayar', 'itu', 'brim', 'ini']",non-sarc
"['aku', 'selama', 'ni', 'undi', 'bn', 'aku', 'bersumpah', 'xakan', 'undi', 'bn', 'lg', 'pas', 'lepas', 'ni', 'pilihan', 'aku', 'babi', 'najib']",non-sarc
"['yeayy', 'brim', 'naik', 'hengget', 'tol', 'naik', 'gak']",sarc
"['bajet', 'xdengar', 'pn', 'xape', 'benda', 'yg', 'sm', 'bg', 'xseberapa', 'dia', 'kaut', 'lebih', 'dr', 'yg', 'dia', 'bg', 'puiii']",sarc
['pusing'],sarc
"['alhamdulillah', 'syukur', 'br', 'm', 'mengutuk', 'tu', 'cuba', 'la', 'malu', 'sikit', 'kutuk', 'tp', 'ambil', 'br', 'm', 'jgk', 'hahahaaa', 'klu', 'x', 'suka', 'najib', 'bn', 'sgt', 'time', 'pilihanraya', 'nanti', 'guna', 'la', 'kuasa', 'undi', 'korang', 'tu', 'sebaiknya']",sarc
"['naik', 'kan', 'brim', 'alamatnya', 'harga', 'barang', 'melambung', 'naiknya']",non-sarc
"['tu', 'jerr', 'larr', 'modal', 'pak', 'najib', 'nk', 'melobi', 'rakyat']",sarc
"['dia', 'naikkan', 'harga', 'tol', 'sewenang', 'ingat', 'pembayar', 'tol', 'tu', 'dpt', 'brim', 'ke', 'pi', 'm', 's']",non-sarc
"['gst', 'tetap', 'gst', 'malaun']",non-sarc
"['cap', 'ayam', 'punya', 'org']",sarc
"['xdpt', 'br', 'm', 'xpa', 'aiihhh', 'jnji', 'harga', 'barang', 'turun', 'harga', 'minyak', 'turun', 'mks', 'sara', 'hidup', 'turun', 'jgn', 'nk', 'suh', 'aku', 'bersyukur', 'sbb', 'malaysia', 'aman']",sarc
"['terbaik', 'lah', 'br', 'm']",non-sarc
"['tak', 'guna', 'br', 'm', 'barang', 'naik', 'lselepas', 'ini']",non-sarc
"['brim', 'brim', 'brim', 'pas', 'tu', 'tmbah', 'utang', 'pas', 'tu', 'naik', 'lg', 'gst', 'pas', 'tu', 'harga', 'brg', 'berebut', 'rebut', 'naik', 'lg', 'pas', 'tu', 'tarik', 'lg', 'subsidi', 'ntah', 'pas', 'tu', 'lg', 'plan', 'dia', 'asik', 'nak', 'mncinggg', 'je', 'kerje']",sarc
"['naik', 'ler', 'incometax', 'husband', 'aku', 'nnt', 'hak', 'tui', 'pui']",sarc
"['bestnya', 'dpat', 'brim', 'xsbar', 'nk', 'tggu', 'thun', 'dpan']",non-sarc
"['bg', 'naik', 'brim', 'pastu', 'kerah', 'rakyat', 'kerja', 'mcm', 'beruk', 'utk', 'byr', 'gst']",non-sarc
"['skli', 'jerk', 'aq', 'dpt', 'brim', 'pastu', 'tros', 'xdpt', 'puihh', 'r']",sarc
"['menyampah', 'meluat', 'yg', 'dpt', 'ttp', 'le', 'mulut', 'ni', 'yg', 'xdpt', 'kna', 'tggng']",non-sarc
"['naik', 'je', 'jp', 'die', 'collect', 'juta', 'pemimpin', 'zalim', 'botak', 'xbergune', 'utk', 'malaysia']",sarc
"['baru', 'naik', 'rm', 'dah', 'nak', 'kecoh', 'gas', 'minyak', 'tol', 'gst', 'letrik', 'naik', 'harga', 'ape', 'crita']",non-sarc
"['x', 'pyah', 'brim', 'gst', 'cancel', 'kira', 'da', 'ok', 'duit', 'bnyk', 'mna', 'pun', 'habis']",non-sarc
"['ge', 'amik', 'bayar', 'cukai', 'ini', 'mainan', 'si', 'najib']",sarc
"['nda', 'pyh', 'brim', 'org', 'lain', 'yg', 'dpt', 'mkn', 'hasilnya']",non-sarc
"['alhamdulillah', 'brim', 'dinaikkan', 'seiring', 'ngan', 'kos', 'sara', 'hidup', 'yg', 'meningkat', 'tol', 'naik', 'x', 'lame', 'lg', 'public', 'transport', 'plak', 'naik', 'lg', 'lame', 'najib', 'memerintah', 'makin', 'tinggi', 'la', 'brim', 'tu']",sarc
"['negara', 'lebih', 'memerlukan', 'br', 'm', 'itu', 'tak', 'pyh', 'nak', 'kat', 'kami', 'guna', 'utk', 'byr', 'hutang', 'negara', 'pulihkan', 'ekonomi', 'malaysia']",sarc
"['alhamdulillah', 'orang', 'beri', 'ambik', 'he', 'he', 'tahun', 'ni', 'dah', 'dapat', 'tahun', 'depan', 'pulak', 'insyaallah']",non-sarc
"['yeahhhhh', 'dpt', 'brim', 'lg', 'tq', 'jib', 'pasni', 'harga', 'pula', 'yg', 'naik', 'nanti', 'bg', 'alasan', 'rakyat', 'da', 'balon', 'duit', 'melalui', 'br', 'm', 'sbb', 'tu', 'utang', 'negara', 'banyak', 'hahaha']",sarc
"['xpyhla', 'brim', 'ni', 'bkn', 'dapat']",non-sarc
"['gst', 'besar', 'brim']",non-sarc
"['rasuah', 'malaysia']",non-sarc
"['pemberian', 'br', 'm', 'xadil']",non-sarc
"['brim', 'naik', 'kompom', 'minyak', 'tol', 'gst', 'akan', 'naaaiikkkk']",non-sarc
"['ini', 'memyebabkan', 'hutang', 'negara', 'diselesaikan']",non-sarc
"['pm', 'teruk', 'dlm', 'sejarah', 'negara', 'dia', 'ni', 'tak', 'ada', 'tokoh', 'jadi', 'pm', 'syok', 'sendiri', 'je', 'dia', 'bercakap', 'tapi', 'rakyat', 'tengok', 'meluat']",non-sarc
"['habis', 'rakyat', 'perbodohkn', 'woi', 'ingat', 'kami', 'zaman', 'firaun', 'ke', 'nmpk', 'sgt', 'perangai', 'mcm', 'firaun']",non-sarc
"['lama', 'bankrap', 'lah', 'kerajaan', 'untung', 'sikit', 'belanja', 'banyak', 'hmmmm', 'tp', 'tkpe', 'rakyat', 'kan', 'bodoh', 'naik', 'cukai', 'pom', 'tk', 'pe']",sarc
"['itu', 'hari', 'sembang', 'ckp', 'nak', 'bagitau', 'pasal', 'duit', 'b', 'tu', 'masa', 'bentang', 'bajet', 'mmg', 'kaki', 'kencing', 'najib', 'ni']",non-sarc
['hampeh'],non-sarc
"['perbelanjaan', 'br', 'm', 'baru', 'mewakili', 'peratus', 'drpd', 'jumlah', 'bajet', 'kerajaan', 'tahun', 'depan', 'la', 'diharap', 'naik', 'lagi']",sarc
"['bajet', 'penipu', 'x', 'de', 'pape', 'yg', 'nk', 'banggakan']",non-sarc
"['bajet', 'mencekik', 'rkyat', 'nma', 'nya', 'ni']",non-sarc
"['x', 'hbs', 'kencing', 'tan', 'sr', 'zeti', 'yg', 'tahu', 'debit', 'kredit', 'kewangan', 'negara']",non-sarc
"['peruntukan', 'pengursan', 'ratus', 'bil', 'peruntukan', 'pembangunan', 'puluh', 'bil', 'saja', 'alahai']",sarc
"['sokong', 'najib']",non-sarc
"['terima', 'yg', 'dibentangkan', 'dia', 'yg', 'trbaik']",non-sarc
"['senang', 'salur', 'duit', 'rakyat', 'sukati', 'dia', 'aje', 'nak', 'bantai', 'duit', 'rakyat', 'nak', 'jadi']",non-sarc
"['bajet', 'teruskan', 'langkah', 'berimbang', 'keseksaan', 'kesengsaraan', 'rakyat', 'kesejahteraan', 'tang', 'tuhhh']",sarc
"['x', 'tgk', 'pun', 'org', 'mintak', 'lain', 'tp', 'lain', 'yg', 'ko', 'kasi']",non-sarc
"['ka', 'cam', 'skrip', 'je', 'cantik', 'hasil', 'tentu']",sarc
"['kepala', 'abah', 'dia', 'apsal', 'still', 'bg', 'duit', 'pd', 'kroni', 'utk', 'pr', 'ma', 'ingat', 'sume', 'org', 'dpt', 'beli', 'jgn', 'sembang', 'mcm', 'jilake', 'apsal', 'gomen', 'xpantau', 'je', 'kenaikan', 'harga', 'umah', 'semasa', 'demi', 'menjaga', 'poket', 'masing', 'pegi', 'mati', 'lahhh', 'ni', 'bajet', 'tapi', 'bajet', 'kroni', 'bertemakan', 'mensejahterakan', 'kehidupan', 'kroni', 'konco', 'bn']",sarc
"['baget', 'lowyer', 'buruk', 'ada', 'pitis', 'ker', 'dop', 'jiby', 'byk', 'projek', 'umah', 'rakyat', 'jem']",sarc
"['berlanjawan', 'hampeh', 'tak', 'sinifikan', 'dlm', 'mengurangkan', 'kos', 'sara', 'hidup', 'rakyat', 'gst', 'dia', 'kaut', 'tapi', 'cukai', 'yg', 'lain', 'tak', 'sentuh', 'langsung', 'yg', 'sepatutnya', 'dihapus', 'dikurangkan', 'incometax', 'bkn', 'ramai', 'yg', 'kena', 'itupun', 'perlepasan', 'baru', 'mcm', 'suam', 'kuku', 'jee', 'hasil', 'negara', 'kurang', 'rakyat', 'pulak', 'jd', 'mangsa', 'jd', 'tempat', 'kerajaan', 'duit', 'dgn', 'kutip', 'berbagai', 'cukai', 'penjawat', 'awam', 'laa', 'senyum', 'skit']",non-sarc
"['papa', 'kedana']",non-sarc
"['bajet', 'b', 'utk', 'diri', 'sendiri', 'huhuhu']",sarc
"['sejahtera', 'la']",sarc
"['bajet', 'x', 'sedap', 'bajet', 'sokongan', 'politik', 'pribadi']",sarc
"['najib', 'babi']",non-sarc
"['x', 'da', 'yg', 'best']",non-sarc
"['wuishhh', 'ajaib', 'ni', 'dah', 'tau', 'untunggg', 'hahaha', 'siap', 'sedialah', 'minyak', 'nk', 'naik', 'harga', 'barang', 'ubat', 'naik', 'cukai', 'naik', 'najib', 'naik']",sarc
"['pm', 'haram', 'jadah']",non-sarc
"['malu', 'bapa', 'dia', 'sahaja', 'pm', 'pm', 'dulu', 'satu', 'semacam', 'dia', 'orang', 'maki', 'suruh', 'dia', 'turun', 'dia', 'tak', 'sedar', 'malu', 'inilah', 'pm', 'malaysia', 'teruk', 'dibenci', 'orang', 'ramai', 'rayat', 'malaysia']",non-sarc
"['bajet', 'galak', 'rakyat', 'berhutang']",sarc
"['semakin', 'hancurlah', 'kehidupan', 'rakyat', 'semakin', 'susah']",non-sarc
['jadahnya'],non-sarc
"['ekonomi', 'mampan', 'rakyat', 'merana', 'apa', 'cer']",sarc
"['bajet', 'buat', 'bagos', 'puiiiii', 'puiiii']",sarc
"['bajet', 'jubo', 'lembu']",non-sarc
"['cakapl', 'le', 'nak', 'cakap', 'kita', 'dah', 'tak', 'percaya']",non-sarc
"['ambil', 'kira', 'mdb', 'lah', 'mangkuk']",non-sarc
"['sebelum', 'bajet', 'dibentangkan', 'kononnya', 'nak', 'ambil', 'kos', 'sara', 'hidup', 'yg', 'makin', 'meningkat', 'itu', 'keutamaan', 'katanya', 'tapi', 'tak', 'nampak', 'kos', 'turun', 'makin', 'nak', 'naik', 'adala', 'mampukah', 'kerajaan', 'skrg', 'menurunkan', 'kos', 'sara', 'hidup']",sarc
"['x', 'per', 'lagi', 'tahun', 'sebelum', 'pru', 'lepas', 'tu', 'siapla', 'najib', 'pak', 'menteri', 'idup', 'ni', 'lama', 'man', 'pun', 'last', 'mati', 'gak']",non-sarc
"['bajet', 'menipu', 'rakyat']",non-sarc
"['iyerlahhh', 'ikut', 'tekak', 'kepala', 'bana', 'punyer', 'bajet', 'menteri', 'kalu', 'tak', 'suke', 'rakyat', 'bangkang', 'bole', 'pi', 'hutan', 'berkawan', 'dgn', 'binatang', 'rakyat']",non-sarc
"['bajet', 'baik', 'bajet', 'mulia', 'bajet', 'bagus', 'last', 'dia', 'org', 'je', 'untung']",sarc
"['sangat', 'adil']",sarc
"['syukur', 'tuhanku', 't', 'kasih', 'bn']",non-sarc
"['ingat', 'orang', 'sabah', 'makan', 'batu']",sarc
"['hahaha', 'tak', 'guna', 'la', 'naikkan', 'gaji', 'brg', 'pengangkutan', 'naik', 'gak']",sarc
"['salleh', 'keruak', 'ni', 'y', 'ni', 'ko', 'nda', 'bising', 'y', 'kau', 'tau', 'bodek', 'najib', 'jak', 'bahlul', 'pnya', 'menteri']",non-sarc
"['knpa', 'plu', 'ada', 'rm', 'lg', 'npa', 'x', 'bg', 'genap', 'ja', 'rm', 'sma', 'dgn', 'smenanjung', 'rm', 'bongok', 'punya', 'krjaan']",non-sarc
"['tak', 'selaras', 'langsong']",non-sarc
"['bodoh', 'paluii']",non-sarc
"['yg', 'aku', 'msih', 'xpuas', 'hati', 'pengangkutan', 'awam', 'knp', 'ada', 'gst', 'jugak', 'makin', 'kering', 'la', 'org', 'sabah', 'swk', 'sbb', 'bn', 'najib', 'dh', 'main', 'sedut', 'satu', 'nya', 'penghubung', 'melaya', 'wtf']",non-sarc
"['mau', 'makan', 'ohhhhh']",sarc
"['semenanjung', 'contoh', 'sarawak', 'contoh', 'sabah', 'contoh', 'fikir', 'fikirkan', 'lah', 'tak', 'faham', 'bezakan', 'harga', 'penghantaran', 'pembelian', 'suck', 'suck', 'money', 'macm', 'mna', 'nak', 'hidup', 'gst', 'minyak', 'barang', 'kerpeluan', 'isi', 'rumah']",non-sarc
"['bodoh', 'punya', 'menteri']",sarc
"['gaji', 'semanjung', 'gaji', 'sabah', 'sarawak', 'la', 'sama', 'knp', 'ada', 'double', 'standard', 'kata', 'malaysia', 'mana', 'dia', 'sehati', 'sejiwa', 'kenapa', 'menteri', 'sabah', 'sarawak', 'ini', 'senyap', 'je', 'makin', 'benci', 'org', 'sabah', 'sarawak', 'dgn', 'malaya']",sarc
"['sedap', 'ko', 'warga', 'asing', 'la', 'org', 'lama', 'gaji', 'xnaik', 'pun']",sarc
"['pasal', 'sabah', 'sarawak', 'lain', 'x', 'sama', 'kn', 'dengar', 'smanjung', 'belacan']",sarc
"['orang', 'sabah', 'sarawak', 'tak', 'payah', 'pakai', 'duit']",sarc
"['ini', 'smua', 'poyo']",sarc
"['npa', 'x', 'sma', 'ko', 'ingat', 'dorang', 'sna', 'jak', 'mw', 'hdup', 'ka', 'bangang']",sarc
"['bn', 'ni', 'mmg', 'bhlul', 'tgu', 'la', 'bn', 'ni', 'mampus']",non-sarc
"['babi', 'punya', 'dasar', 'kenapa', 'xdiselaraskan', 'shj', 'kami', 'sabah', 'sarawak', 'terpaksa', 'byr', 'tinggi', 'utk', 'harga', 'brgan', 'bbnding', 'semenanjung', 'bknkh', 'swk', 'penyumbang', 'utama', 'sumber', 'ekonomi', 'malaysia', 'fair', 'n', 'square', 'laa', 'xmntk', 'lbih', 'babi']",non-sarc
"['nampak', 'sabah', 'sarawak', 'anak', 'tirikan', 'bukankah', 'dua', 'negeri', 'ni', 'penyumbang', 'besar', 'pendapatan', 'kerajaan']",sarc
"['beli', 'barang', 'dlm', 'online', 'je', 'semenajung', 'sabah', 'sarawak', 'nak', 'claim', 'pastage', 'pm', 'apasal', 'kou', 'bahalol', 'sang']",sarc
['alhamdulillah'],non-sarc
"['knpa', 'sabah', 'sarawak', 'sdgkan', 'kos', 'sara', 'hidup', 'sana', 'lebih', 'tinggi', 'harga', 'barang', 'mahal']",non-sarc
"['duit', 'malaysia', 'sama', 'nilai', 'dgn', 'rupiah', 'huhuhu']",sarc
"['ingat', 'tu', 'besar', 'dgn', 'keadaan', 'ekonomi', 'skg', 'ni', 'org', 'gaji', 'indon', 'pn', 'gaji']",sarc
"['tahun', 'lepas', 'kuat', 'kuasakan', 'mari', 'saksi', 'pembohongan', 'kerajaan', 'pelingkup']",non-sarc
