comment,sarc_majority
Mana punya fatwa cam ni,sarc
Malaysia mju rkyt papa .....,non-sarc
"mau ktwa dgr dia kta mcm tu,pelik btul,mcm mna bleh mju sdg kn ekonomi �mntu....",sarc
kepala kubutohan engkau..,non-sarc
Negara malaysia tak macam zaman Tun...sekarang  pelbagai masalah timbul...,non-sarc
"klw mcm ni la pm mhu majukn negara mlysia sdngkn ekonmi ngara tak menentu,di situ lah seluruh rakyat mlysia menderita!btl tidak??",non-sarc
"Najib,isteri,anak2 dan kroni2 yg maju,kami rakyat yg miskin dan yg biasa2 ni,org niaga kecik2 serta yg kerja sendiri ni tertekan dan terseksa,lebih2 org2 kampong,la ni kami tunggu. PRU14 ja,lagi cepat lagi bagus,tksih",non-sarc
Merapu,non-sarc
Maju rakyat dah boleh bayar hutang Jibros dgn GST haram jadah jilake...,non-sarc
Statement ape ni???? Baca rasa nk muntah....mcm tahiiiiiiii,sarc
ya memang trus maju rakyat tertindas.. menderta... dn ramay yg susah....,sarc
Bual kontol jib,non-sarc
Maju apa dia ckp ni. Mimpi ka dia ni.,sarc
Bijak najib,non-sarc
keh2 maju la sgt..lps GST byk perusahaan kecil & besar lingkup...isu skandal 1mdb byk pelabur lari....kecian BN syok sendiri...,sarc
Kroni kau mju la... Busuk tul mulut kau,sarc
Najib pemimpin pilihan Allah.,non-sarc
Maju dari segi idea2 korup,sarc
Terbaik la pm najib..Negara terus maju yew..rakyat papa kedana asyik byr cukai je kt kerajaankan..pandai sungguh pm ni kan..majukan Negara Dgn cara nyusahkan rakyat..Pm paling celaka didunia..melingkup la cepat...puiii...,non-sarc
Tiap2 hari menipu,non-sarc
ekonomi kroni2 atasan terus maju. .,non-sarc
"Maju sebab perkenalkan cukai baru(gst), dan penghapusan subsidi...... maju dari segi apa tu",sarc
Maju....ko bisnes dulu br ko tau mcmana...ikt sdp mulut je...ni dA pening fikir mcmana nak setel bil2 kedai da ni..org takde...,sarc
Ekonomi pak menteri la yg maju rakyat macam tu juga.....hahahaha,non-sarc
ramai menteri cakap tak guna akal walaupn lulusan universiti luar negara...,non-sarc
temberang kuat...,non-sarc
Kepala otak hang la jib,non-sarc
Mmg maju...rakyat terus di tipu,sarc
Puihhhhhh.......,non-sarc
Kepala hotak,non-sarc
Pm trbaikk,non-sarc
Sebab beliau semakin kaya dan gaya hidup dgn isteri beliau semakin meningkat. Beliau JuJur dgn meluahkan perasaan beliau,non-sarc
ekonomi menteri truss maju meskipn ekonomi negara menurun.,sarc
Kih..kih..,sarc
Kpla bapak kau najib!!!,non-sarc
Maju mung!!!,sarc
Pala bana,non-sarc
Majulh sbb dk ambik duit rakyat.. puii...,sarc
Berucap je syok sendiri...hurmmm,sarc
mudahnya jadi PM kan kan kan...easy mcm kacang je,sarc
Haaaaa...lucu...xtau nk kata apa dah...fikir2 lh sndiri..,sarc
"Tahi lah kau najib,maju tahi babi lah!!",non-sarc
Atok dia ngn kroni2 magkuk jambannya jela maju hasil dr rakyat..ketua penyamun pandai menipu..,non-sarc
Saya setuju....... setuju kalau awk letak jawatan!!!! Makin klakar la awk ni,sarc
Shok sendiri,sarc
negara maju sebab rakyat dicukaikn .. bkn dri akal fikiran dan kepala hotak mu,non-sarc
"Maju poket dia, poket kita kering.. byk celaka dia ni",non-sarc
Korok mu??????,non-sarc
Bebual,sarc
Kepala bana dia!,non-sarc
Gila gila maju la kapal terbang dah up gred panda dah beranak,sarc
Terbaik Mr.PM,non-sarc
Maju....majuburr...,sarc
"Adoii lawak2...negara islam ke mlysia ni aku tgk,judi,rasuah,pelacuran,kasino dll bsepah dlm mlysia..",sarc
Phui phui phui,non-sarc
"berenti la mnipu,,nk smpi jd org munafik baru nak berenti mnipu ke..",non-sarc
Makan sumpah seranah orang je.. Makan diri la ko nti..,non-sarc
Naj8b vavi,non-sarc
Pale butuhhhh,non-sarc
phuiiii!!!,non-sarc
KEPALA BUTUH BAPAK HANG,non-sarc
Hakkkk thhhuuuii!!!,non-sarc
"Awek polis skrg cun, Awek askar skrg cun, Awek pilot skrg cun, Para menteri2 skrg je pale otak bana...",non-sarc
Paling maju?? Bermimpi disiang hari ny hahahahaaa,sarc
Hidop najib,non-sarc
muak,non-sarc
Pm x sedo diri. Puikkkk... ha marohh! Maroh! Maroh!!!,non-sarc
hahaha cite lawak ni,sarc
Knp aku y x gembira dgr berita ni...!,non-sarc
kisah dongeng sajaaaaaaa...,sarc
Hmmm..mne yg maju ye..tk nmpk punn nk kate jerebu da clear..mgkin lupe pkai spek kot...ooo baru nmpk lpaa btlkn spek ni...yg mkin maju cukai dan harga brg sekalian rupanya..sekiannn,sarc
Akibat selalu tengok drama...pm pun turut berada di alam fantasi selepas kene jek dari barat...,sarc
Rakyat belum maju ma...susah ado la...brang smuanye mahal2,non-sarc
baguss...kita mempunyai asas ekonomi yg kukuh.,non-sarc
Najib bodohhh!!!!!,non-sarc
siapa yang kata ekonomy islam d malaysia maju?..najib sendiri yang cakap.hanya ekonomi diorang yang maju sebab poket sentiasa penuh dgn duit rakyat.penipu!!.bentangkan dulu kemana sudah perginya 2.6b tu?.,non-sarc
"ekonomi islam apo klu amalkn riba,rasuah,gst n byk ag lh,ni sbnr ekonomi yahudi...",non-sarc
Hahahahahaahhahahahahahahahahaha,sarc
xde mknanya tu,non-sarc
Ekonomi islam paling maju Apa product yang najib ketengahkan Harap pemimpin terdahulu Selepas tu pelingkup Tak cukup pelingkup Kebas sapu wang rakyat Najib semoga umur mu terus panjang Untuk terus menipu atau pun untuk insaf,non-sarc
"Bapak-bapak Menteri shj yg suuk sendiri, Islam malaysia paling maju, apabila ekonomi maju, Bapak-bapak Menteri berlumba-lumba nak memaju diri pula,",sarc
Ekonomi islam pala tengkorak hang najib gst tu bertentangan dengan islam...,non-sarc
Menipu je keja dia....,non-sarc
bwahahahahahahaha,sarc
spe lh yg ckap ekonomi mlsia pling mju...buta kha... kot mcai dia oversea kot....,sarc
Tipu,non-sarc
najib mati rakyat lagi suka,non-sarc
maju apa klu kL ni penuh dgn gelandangan..xcaya ko turun la pagi2 subuh ni tgok rakyat ko tdo xde tilam bantal selimut dan atap..ko turun klu berani..,non-sarc
Sape dan mamat maner yg iktiraf ni? auta je lebih,sarc
Otak dia yg x maju nie.,non-sarc
tepi skit aku nk meludah nie....,sarc
Ahamdulilah pm malaysia. No 1,non-sarc
Baru nk baca tp bile tgk hok kepale botak tu trus tutup lampu tarik selimut.,non-sarc
Cekik rasuah tak habis habis negara Islam bapak kau?,non-sarc
Aleutoooo,non-sarc
Nk gelak sat na..,non-sarc
alhamdulilah,non-sarc
Hanya dia yg gembira seorang...:p,sarc
Udah2 laa jibb...satu dunia tau lu kaki kencing..takyah sembang macam kerajaan hari ni macam hebat sangat..zaman lu dgn kroni2 dah nak berakhir..macam peribahasa melayu..’macam najib dihujung tanduk’..,non-sarc
Maju menatebghukk.. mu tgu lah pru nt..klu mene lg bn ak pasti mu rasuah n bli undi..tu jh..,non-sarc
islam..tapi rasua kuatttt...,non-sarc
Mimak pye najib. Mcm vavi hutan najib,non-sarc
Tak sangka aku najib sebodoh ini tak malu ke 1mdb 1 dunia tahu punya besaq rasuah nak bagi malaysia malu sebagai negara islam yg mengamalkan rasuah mereka kata ekonomi islam terbaik apa punya bahalol PM,non-sarc
Lau islam x sapu duit rakyat,sarc
Indah kabar dri rupa..,sarc
Bila dajal bermukadimah..,sarc
Bohong belake!,non-sarc
Asyik ko je yg nk bergembira jib... yg rakyat dr dlu dok merana jer. .,sarc
Jgn mudah tertipu...semua tu utk syiok sendiri je... PM yg paling auta di dunia...1st class tu!!,sarc
Buat lawak .,sarc
Tak habis-habis menipu. Mesti terseksa arwah tun razak di alam barzakh tu sebab dapat anak penipu macam binatang ni,non-sarc
Tak heran la...,non-sarc
Heheheheheke ketawanya aaaaku,sarc
bijak memutar belit ada lah..,sarc
"Najib2 ekonomi Islam tahi anjing ko! Keuntungan ekonomi drp sumber riba', judi', arak, pelaburan haram, rasuah, penipuan, perdagangan dgn Israel semua bercampur aduk..mcmtu ko kata ekonomi Islam?",non-sarc
Hahaha kelakar kau najib...,sarc
??????malu btl pm aq ni,non-sarc
Ini Lawak????,sarc
Dia ni syok sendiri ke...tk faham ke apa yg raayat inginkan..u got to go go go...that it.,sarc
podah,non-sarc
siapa yg gembira....? rasa sengsara adalah....jangan jadi badut boleh tak....,sarc
"X payah dengar... Pembohong semua 2,,,  tp klau negara islam yg lain ckp 'Malaysia adalah negara Islam yg ditindas atau di perbodohkan oleh Najib' baru aku percaya,,, x pyah la najib hang nk bt cerita yg hang 2 ok,,,, peminpin yg bagus,,, buang masa pahamm!!",non-sarc
pale mung,non-sarc
"Ada aku kesah,,",non-sarc
Syok sndri nmpk....,sarc
Gelak aje la....hahahahah...spin jgn x spin....,sarc
Tahi lah kau manggong!!,non-sarc
Dy sorg j rse maju n gmbira sbb bley bedal n mewah2 ngn duit rkyat...,non-sarc
Tookkkk mg,non-sarc
"Najib Palui.. cakap pakai hidung lepas kembang,lepas kecut...",non-sarc
Kaki putar alam,sarc
Rancangan kepala butoo hahahaa lawak la berita harian tang mana maju nyerrr pon xtau laaaa,non-sarc
Nie tajuk yg bn sndri bt..bugima btl,non-sarc
Kami gembira sebab malaysia famous dimata duniaa kernaa dapat dermaa.. Syabass,sarc
Ya la klu tk maju blh belasah duit rakyat,non-sarc
Cilakalah kamu wahai pemimpin Malaysia....,non-sarc
Dr tun dulu mmg da diiktiraf...masuk bakul angkt sndri nih...ish2 xbaik nih..,sarc
RM2.6 billion derma mmg maju sangat!!!!siap GST kn,sarc
Aku sakit hati sangat..bila lah nak pru 14 . .kita buang terus dacing haram jadah..menyusah rakyat,non-sarc
Pg jahanam lh ko,non-sarc
jahanam,non-sarc
Poodahh.. Kencing kuat,non-sarc
Taikkkk.,non-sarc
Tq najib krn menyusahkan kami..tak taw la bile kamu nk trun.,sarc
Nokhorommmm punya najippttss..,non-sarc
"Mana x maju, duit rkyt kau cukai kaw2!",sarc
Membohong je ni ...jgn percaya ni semua poyo ...,sarc
Maju dlm pembohongan dn tipu daya dajjal..,non-sarc
HIDOP NAJIB!,non-sarc
"Fuuuu,good...ekonomi maju..tol naik apa naik sgl hal naik kepala jadah..",sarc
Hmpehhhh,non-sarc
Piiirrahhh kepala butuh hang najib,non-sarc
Brunei?? Piirah... pm syok sendiri...,sarc
ekonomi islam apa kejadah,non-sarc
Paling hancur n byk menipu membunuh..,non-sarc
Haaaaaa3 betul ker????,sarc
... maju sebab ramai penderma...,sarc
Ceihhh..podahhh..pemimpin munafik,sarc
PM syok sendiri...,sarc
pm najib.cantikkkkk dan tahniah walaupun atas kertas...kipidad,sarc
Pm paling haram jadah,non-sarc
org gila jd pm,non-sarc
Puikk..!!,non-sarc
PM gembira..tp rakyat menderita..bebal sepanjang zaman,sarc
"Rakyat lebih gembira jika PM berambus cepat , menyusahkn hidup rakyat jee bukan menyenangkan adelaa.. kecik2 dulu xnk mampos , dh besa menyusahkan rakyat !!",non-sarc
Aku paling maluat klu seorg PM cakap mcm ni..!!! hakikat nya rakyat m’sia semua miskin kerana ditindas oleh kerajaan malaysia sendiri..!! Semua dipaksa GST tol n barang naik yg pihak Menteri sibuk nak kebas duit rakyat m’sia bukan nak menolong..nasib lah rakyat m'sia sekarang boleh lagi bersabar jgn smpai meletup..!!!,non-sarc
kuat jilat btoi brita harian ni..,non-sarc
lanjiao... mengencing ja kerja dya nie.,non-sarc
"Perasan lah si najip tu...ingat dia bgus sgt...dia lupa tun lah yg maju kan malaysia di kenali satu dunia ,.najip tu penyambung je...lps tu kikis duit rakyat.",sarc
Majulh sgt ...smpai RM jatuh...,sarc
Dok menipu rakyat je la...,non-sarc
Najib semakin menjahanamkan ekonomi negara,non-sarc
Phuuiihhh...malas nk komen panjang2..,non-sarc
Nk muntah aku tgk mika penjenayah nie,non-sarc
Maju kepala hotak hampa..puiii pm xguna,non-sarc
Busuk mulut wei..??,non-sarc
Najib ni PM sok sendiri.sementara ko ada kuasa ni buat lah apa yg ko suka najib.bolot lah semua hak rakyat sepuas2nya....tapi ko kene ingat najib masa ko jatuh nanti....masa tu semua rakyat akan pijak2 kepala ko najib,sarc
Ye ke Mcm ayat power aje tu,sarc
Xde perasaan lgsung kos hidup makin tinggi !!!!!!!!!! Paling zalim najib,non-sarc
Gembira konon.......Rakyat menderita tapi ko gembira ye..... Tunggu je lah....tunggu..,sarc
lawak antara benua ke ni?,sarc
Kaki penipu songlap suit rakyat 2.6 b..lgi mau cakap islam.bangsat,non-sarc
Lawak sedunia,sarc
PM raja lawak  kat msia,sarc
Tahniah PM...,non-sarc
haha negara Islam paling maju konon ..pemimpin penipu no.1 di malaysia ..mungkin dunia aha,sarc
Ekonomi islam paling maju konon.... judi ..arak.. maksiat.. gst cukai rakus terhadap rakyat... halal ke dlm sebuah negara islam...,sarc
segala yg dilakukan oleh pak jib kami sokong...tq tok jib sbb susahkan hidup rakyat yg susah...sye syg menteri saya ...dah kaya ubah muka ok biar tk kenal najib snng,non-sarc
Memang negara Islam paling maju......TAPI...perdana menterinya yg paling banyak dpt DERMA....setiap rakyat termasuk la ASNAF kna byo gst!!!!!!!!! Patooooot keeee?????,non-sarc
Hahahahah ah ah a ha ha,sarc
Puihhhhhhhh,non-sarc
Puiii..,non-sarc
kahkahkah,sarc
Najib sembang,sarc
majority rakyat malaysia gembira bila najib mati dalam masa terdekat...,non-sarc
#najibrazak tolong jgn bt kelakar bleh x..,sarc
Masuk tong taik angkat sendiri...,non-sarc
"Dia gembira, kita tak.",non-sarc
"Pasal ape botak ni sebut pasal islam ekk,thu ke pasal agame islam ni tgok aurat bini pun xleh nk ubah puiiiii",non-sarc
Hahaha..nak cirit aku gelak bila baca statement ni ...,sarc
Berbanding dengan Somalia kot hehehe,sarc
Mabuk ketum,non-sarc
Hahahahhaahahaha... lawak2....,sarc
Wartawan bh makan taik ke sampai x boleh beza baik buruk,non-sarc
KEPALA BUTO!,non-sarc
Nyepakk ehh mu najib..mu lh pemimpin malaysia hk mme celako..moga mu cpat2 laa dpat balasea spya menteri2 kroni mu sdar ng kezaliman puok2 mu..xhalal mu mkn duit rkyat mnyebabkan rkyat mnderita..mu tggu lh azab dr Tuhan..,non-sarc
Temberang Kuat,non-sarc
Pm bahlol bila berkata kata,non-sarc
gembira lah dpt songlap duit...menyusahkan rakyat..,sarc
"Bual kuat najid,barang ko naik, kalu naik barang Dlm seluar xpo la..hahahahaha",sarc
Adoiiiii...geli ketiak Aku mendengarnye... rasa nak terberak....,sarc
cayang ajib etat2...,sarc
mju la sgt. jhanam de la,sarc
hahaha ak nak gelak,sarc
najib saja yang palig MAJU di malaysia,sarc
pm gileee,non-sarc
Bab bodekk rakyatt pandai..anak bini x tau lak jaga keimanan islam..bini sendiri pakaibtdung tunggang langang. Ni kan pula..hahahaha manpus la ko jib,non-sarc
Malaysia mmg penuh dgn gelaran PALING.....,sarc
Dia syok sndr tu..,sarc
?? gulp! Kalau pmimpin islam paling korup? Ade x carta nya.. Nk jgk tgk senarainya,sarc
bangsat....,non-sarc
Wayang,sarc
smoga abgjib buat yg trbaik utk rkyat 1 m.sia  slmat dunia & akhrat..... allahuakbarrrrrrr,non-sarc
Syok sendirilah ko jibby..,sarc
Siapa yg nama kan !! Eeii ni lagi sorang rasa nak carut je . Aaaaaaaa plessss ! Tamau tamau .,sarc
Kilang arak bapak Sapa yg rasmi,non-sarc
"Bnti je la najib, ko x sumbangkan ape2 pon.... Ape yg tun mahathir buat tok malaysia, ko musnahkan....benti je la.. Rehat kt umah, mnum kopi.... K...",non-sarc
Yale tu..paling maju...tapi rakyat mundur...besar betul penipuan ini..,sarc
Tahniah malaysia.,non-sarc
tahniah..,non-sarc
Pm bahlul pernah dihasilkan UNTUK MELAYU NGAN ORANGUTAN,non-sarc
Pm akhir zman...haha,sarc
"Ekonomi Islam mmg maju,tapi kau yg buat Kami xmaju2...itu naik ini naik letih oiii nk follow semuanya....#Terpaksa",sarc
Tiba2 muntah plok... Puihhh,non-sarc
negara islam ke kalau cukai sana sini... Arak dan judi merata2... emm,non-sarc
kontollahhhhh,non-sarc
#najibrazak ... hamlau punya org...,non-sarc
ekonomi islam paling maju?x slap baca ka ni hahahaha,sarc
PM Malaysia SYOK SENDIRI!!!,sarc
"Belum pernah dlm sejarah TANAH MELAYU & sekarang MALAYSIA, kita rakyat hadapi suasana se GOBROK ini. Apa Nak jadi pd rakyat....",non-sarc
Burit mak hang najib,non-sarc
Aku dah x percaya.. Sila letak jawatan..,non-sarc
Kepala butoo,non-sarc
keje nak menipu je ko ni...,non-sarc
Lu sembang aaaa,sarc
Tak baik menipu dosa tau...,sarc
Hehehe paling maju tp Rm jatuh huhuhu maju knkn,sarc
Jubo pari..,non-sarc
PM yang disayangi disanjungi.,non-sarc
Hahahahahahahahahahhahahaha dia buat lawak..,sarc
"Maju mende rsenye abu dhabi,qatar lagi maju..",non-sarc
Kata ko!,sarc
Emmm ye kn jee....,sarc
#NAJIBPOYO,non-sarc
kahkahkahkah,sarc
Camna boleh pling maju ni? Turki jauh lbih better la lehenett,non-sarc
"Maju ker???haha...cekik duit rakyat,",sarc
hahaha mak tul,non-sarc
Gilerrr Syok sndriii bijannnnnnnn,sarc
hakkk tuiiiihhhh...,non-sarc
Syok sendiri ke jib????,sarc
Lanjioawwwwww...,non-sarc
Dia yg maju sendiri...,sarc
"Bahagia mu derita kami, jibbb...aku pn xtahu bila ksengsaraan dan derita rakyat akn brakhir??",sarc
Dia ni kalau berbual good2 jew..itu majulah..ini majulah..ekonomi terkawal la..hari selasa la..huh..sedeyh,sarc
Ekonomi maju taik kucing mung haha,non-sarc
kikk..... hakikatnya melayu islam yg terpinggir...pemimpin melayu asyik cari derma jeee...,sarc
Bambrekmok najib,non-sarc
Bila dah syok sendiri..laki bini muka tembok China..,sarc
....pengemis TERKAYA di dunia...najiS.... 260 BILLIONS....,sarc
Ekonomi islam sudah lama dan jauh lebih maju dari tamadun2 lepas dan terdahulu ..,non-sarc
Minum air ketum ke mamat ni...,non-sarc
Pedulikan kutukan pencacai pkr dato tetuskan usaha,non-sarc
Maju kepala razak kau....,non-sarc
Tahniah PM...apa lagi lepas ni .?,non-sarc
X suka najib,non-sarc
Good job pm,non-sarc
jgn ikut ekonomi islam je.kene ikut semua la.,non-sarc
Bugimak Najib.report gomen bwh pemerintahan dia sume xleh pkai.Jauh dr realiti yg dihadapi rakyat,non-sarc
tang mane maju xtau.. hmm,sarc
Bas maju ada la...negara maju????taik kau la najib..,non-sarc
Btl tu najib...ekonomi rakyat mlysia semakin pesat laju ke landasan BN..rakyat skg berkerja keras tanggung kroni2 pak jibby....,non-sarc
"rakyat tk prnh gembira hakikatnya. semuanya yg dunia tgk baik nya kau PALSU beb Palsuuuu x,D",sarc
tok dia... puuiihihhhh madafaka,non-sarc
Cikai la Lu...,non-sarc
Maju taik palat,non-sarc
Hahaha...,sarc
Demi Allah.. km xtrasa semua tu pm oii.. rsa makin diuji dgn kejatuhan nilai matawang.. syukur la msh blh mkn ns lg..,sarc
Puiiiii....,non-sarc
X maju mcmna dok makan duit rakyat,non-sarc
Yg ni win kenyataan diatas..hahhaa,sarc
ni bukan perdana menteri..ni perdana menipu..xde spe nk prcaya kau la jib..,sarc
Hahahhaahhaaha. Lawakkk,sarc
Puihhhh,non-sarc
Najib trbaik sy doakn najib sihat dn tabah mnghadapi dugaan in sya allah..,non-sarc
Thank you ds najib,non-sarc
Hahahahaha lawak,sarc
Muja dalam kurap,non-sarc
Babi. Tu je nk komen,non-sarc
Xya nk gembira sgtla,non-sarc
GEMBIRA LA SGT!!!!,sarc
Pegi gantung diri...,non-sarc
Bukan macam tue la..najib gembira kerana negara melaysia adalah sebuah negara islam paling banyak rasuah...,sarc
wakakakkakakaka....buta ke dunia??,sarc
Ah butoooo laaa .lu ckp mcm isap gam je.,non-sarc
ekonomi paling maju tapi kehidupan rakyat x maju2...,sarc
"Sudah2lh kencing rakyat Najip,semoga kau dpt balasan selalu menyusahkan rakyat....Amin",non-sarc
Aku xcaya pun apa yg kau ckp.....,non-sarc
"Lanjioiiiiiii, ale apak dy, jilake,",non-sarc
"Alhamdulilah, biar mcm mn pn saya bangga jadi ANAK MALAYSIA :-)",non-sarc
Kepala bana die..natang najib bute hati..,non-sarc
Maju pada Mneteri2nya..Hidup senang lenang..Rakyat ditindas..di kenakan pelbagai cukai..Merana rakyat kerana menterinya Maju2 bdodhnya,non-sarc
Puiiii!!!,non-sarc
"Sbb maju lh..sampai Obama nk dtg cni...kilang arak,,pusat judi terbesar..kte Islam maju...bute ke.",sarc
Ko jgn mengarut...itu fantasi shj!!!dh x berakal ble cakap....ekonomi islam konon...puihhh,non-sarc
Perasaan syok sendiri....wek...,sarc
Munafik semua ni...,non-sarc
mimpi ke ape?,sarc
puuuuiiiiihhhhh!!!!!,non-sarc
ini lah zaman dajjal.. dajjal berkepala botak,non-sarc
Hancing,non-sarc
blah!,non-sarc
Pm paling terbangsat di abad ini pm 2.6 billion puiihhh puiihhh kahaktuiihhh,non-sarc
belakon je toyol botak ni.....maju tang mana rakyat pn kais pagi makan pagi je......,non-sarc
Maju dkt poket kau...,sarc
Dia sorg gembira rakyat bejuta2 menderita.,non-sarc
Puuuiiiii,non-sarc
Statement HARAMJADAH!!,non-sarc
Kilang arak berluasa,non-sarc
Pm najib berundurlh.. Rakyat dh menderita dgn pertadbiran kamu..dh tk layak KAmU meneruskn sebagai pm.,non-sarc
Puihhh,non-sarc
Syok sendiri tol,sarc
Pm yg telinga kuali...luahan rkyat x dihirarukan...,non-sarc
Hbs wit rakyat ko kerjakan..gembiralh,sarc
ekonomi islam.erk cukai.dri arak rokok kelab2 mlm kdai judi halal.ke?hahhaa,sarc
Yeyyy maju mencekik!!!,sarc
Kelako,sarc
Alhamdulillah,non-sarc
Palo bpok mung,non-sarc
Gembira? Gembira taik kucing hang lerrr! !,non-sarc
Ingat cuma 23% je yang sokong ko... masanya akan tiba..banGSaT,non-sarc
Hahahaaa. ... siapa yg iktiraf tu...  dpt sikit duit “derma” kot. ??????????????,sarc
Maju diatas ‘keperitan’ rakyat...!,sarc
Paluiio pnya pm!!,non-sarc
Tawakal ja lah... Allah maha mengetahui...,non-sarc
Kepala bapak die maju..,non-sarc
Kencing dia makin bersepah..,non-sarc
Kincing...INI org..,non-sarc
Hahahaha paling habrak adalah perasan lebih najib ni .,sarc
Macaaaaammmmm Siaaaallll.....,non-sarc
Hahahahaha,sarc
Megarut..org tua nyayok,non-sarc
Dia ni sedar ke tidak ni?. cakap mcm org mamai je ni...,non-sarc
"Tol kt the mines tu dulu 1.30,skrg 2.00. Maju jaya Malaysia",sarc
Kita pn harus berbangga sbb negara kita dinobatkan negara paling byk mnggunakan rasuah..pphhuuiii..,sarc
"Negara maju rakyat merana, menteri kaya rakyat derita..",non-sarc
Kau seorang ajelah gumbira org lain x pun.,sarc
maju mencuri harta rakyat.....PM bodoi,non-sarc
Smkin lawak..puiikkk,sarc
Syok sendiri....,sarc
Pm paling babi abat ini,non-sarc
Paling kne kencing dgn ko ade la jiby,non-sarc
jadah kau maju. malaysia negara islam paling miskin ada lah. tgok arab dgn malaysia dah tau,non-sarc
Batak najib ni. Minum ketum byk..,sarc
Lam alip nun cha alip wau nun alip ja ya bab!,non-sarc
Ekonomi islam kunun puii...buat cukai dn gst smpai rakyat jdi beban gmbira acik koe..,non-sarc
Najib mohon pergi meninggalkan dunia,non-sarc
Nmpak muka barua ni hari2 dlm media.......apa barua ni nk......x cukup ka dgn 2.6B dia kebas......,non-sarc
Maju kepale hangguk,non-sarc
Yahudi kata : Malaysia adalah negara islam yg maju kerna berjaya menindas rakyat Islam.. PM pun kata “hoorey”,non-sarc
"Kepale abah ko maju, bisnes aku terjejas sbb sikap boros ko & bini ko anjeng",non-sarc
Najib syok sendiri,sarc
Phuii.. tu rancangan bersamamu masih setia lagi bersiaran di tv3.. kan majority org islam yg byk kesusahan.. apa yg negara majunya.... TIN KOSONG!!!!,non-sarc
Ekonomi malaysia memeras rakyat,non-sarc
mung kecekkkkk,non-sarc
Kepala Hotak Engkaulah....PM Paling Gembira Dapat Susahkan Rakyat Sendiri,non-sarc
Maju apa semua masuk ke kantong mu pak najib..,non-sarc
Dan ko PM paling rasuah,non-sarc
Habis smua kau cekek mmg la maju.bodos,non-sarc
Hasil mndera rakyat..,sarc
Ha ha ha ekonomi islam...sentap otak memikirkan..tang mana ekonomi islamnya tu..kutip zakat..fitrah..zakat tu zakat ni..tp umat islamnya masih ada merempat...mungkin sakau derma kot..,sarc
Makin hari makin benci pm....nda tau apa kan jd msia ni..teruk...semua pun teruk....palui,non-sarc
Hahahha....,sarc
"Sapa la yg biol sangat bgi,pendapat tuuhhhh?..kaki jilat ke kaki kipas?.....",non-sarc
Perasan je keje si botak ni,sarc
Bila nk letak jawatan dia ni? Cepat2 la sikit... #MacaiJanganPanas,non-sarc
Dan paling banyak cukai.,sarc
Maju sangattt..banyak income kan,sarc
Mohon jangan pakai nama Islam. Kau memburukkan nama baik Islam!,non-sarc
Wah.ekonomi islam la sangat,sarc
Xhbis2 nk menipu..haram jadah punya pm.....esok akn ku tuntut hak2 rakyt mlaysia dpdang msyar nnti....mati itu benar..dah bnyk pun pmimpin2 terdahulu dah mmpus....mnjwab xhbis lg dlm kubo,non-sarc
Pale jubo ko la...,non-sarc
Ekonomi islam paling maju?... Memang kenyataan sewel.. Duit zakat dan Tabung Haji pun kena sebat... Apa tu?,non-sarc
On paper je,sarc
"Di nagara Singapura menteri dia cina rasuah sifar, nagara Malaysia perdana menteri Melayu org islam tapi rasuah tertinggi di dunia.",non-sarc
Butoooo pak hang mu najib...,non-sarc
Puii,non-sarc
Paling maju kepalo habah kau pak jibo oiiiii ppppuuuuuiiiihhhhj,non-sarc
Jilake jib,non-sarc
Maju kepala hang...statement celaka...bnda haram jadah ada lagi kat Malaysia ni oiiiiii.....buta ke apa...semoga allah jatuhkan bala pada org mcm ni....,non-sarc
Jilake punye tajuk,non-sarc
Merapuuu,non-sarc
dunia mna yg puji.yg puji tu sama2 bdo dgn pak menteri,non-sarc
Yela.hasil cukai rokok dengan arak.kannn jib..kan...,sarc
Apelh yg ko cerita ni jib??malu aku kt cni.sembang tu biar betul lh.ke dh nyanyok?,sarc
Walhal kita dok hentam dia ni..yg tambah naik angin buek muko toyo jer ..osah kulit dio toba mcm kulit kinzir,non-sarc
PALA OTAK DIA..!!!,non-sarc
"Ekonomi islam berjaya pal0  mung jibbyy  , gst, cukai , kos sara hidup gila babi .. puihhh benci aku tgk muka mu ..",non-sarc
Pm paling menyusahkn rakyat x abis2 nk susahkn rakyat,non-sarc
Paling celaka abad ini..rakyat lagi gembira kalo najib berambusss,non-sarc
Babi betul .........,non-sarc
Buttttoohh,non-sarc
Arhhhhhhhhh tension....puiiiii,non-sarc
Maju dlm poket sendiri Jibby,sarc
Tak terase mcm syiok sendiri ke....opssss,sarc
kah kahkah,sarc
Rasuah no satu pun bangga juga kan?,non-sarc
hg yg x maju,non-sarc
Adduuuuduu...kesian..najip...najip..,sarc
Eeelaak. ..puji dri sendiri,sarc
wakakakaka...,sarc
Maju kepala hotok mu,non-sarc
lepas minum ketum ke najib,non-sarc
Merapu.....,non-sarc
Hehehe paling lol punya pemimpin,sarc
Maju sbb pi sembelih rakyat....ha9......dasar haram jadah,non-sarc
Setakat peras ugut rakyat nak bangga apa.,non-sarc
Jilake punya jibby,non-sarc
Maju tang mane tu,sarc
